timestamp,finger_id,u_normalized,f_normalized
1767594508.6996546,0,0.20900000000000002,0.0
1767594509.0749083,0,0.21200000000000002,0.013
1767594509.2968755,0,0.21400000000000002,0.033
1767594509.355853,0,0.21500000000000002,0.046
1767594509.4163675,0,0.21600000000000003,0.061
1767594509.4751647,0,0.21700000000000003,0.078
1767594509.5366576,0,0.21800000000000003,0.097
1767594509.596094,0,0.21900000000000003,0.117
1767594509.6568413,0,0.22000000000000003,0.139
1767594509.7162328,0,0.22100000000000003,0.162
1767594509.7759545,0,0.22200000000000003,0.187
1767594509.8550134,0,0.22300000000000003,0.212
1767594509.9173946,0,0.22400000000000003,0.239
1767594509.977578,0,0.22500000000000003,0.266
1767594510.0386949,0,0.22600000000000003,0.295
1767594510.0949192,0,0.22700000000000004,0.323
1767594510.1574383,0,0.22800000000000004,0.353
1767594510.2173018,0,0.22900000000000004,0.383
1767594510.277473,0,0.23000000000000004,0.413
1767594510.3368354,0,0.23100000000000004,0.444
1767594510.3951042,0,0.23200000000000004,0.474
1767594510.4555957,0,0.23300000000000004,0.505
1767594510.5144618,0,0.23400000000000004,0.536
1767594510.5774844,0,0.23500000000000004,0.566
1767594510.6355507,0,0.23600000000000004,0.596
1767594510.6969454,0,0.23700000000000004,0.626
1767594510.7550564,0,0.23800000000000004,0.655
1767594510.8155656,0,0.23900000000000005,0.684
1767594510.8763843,0,0.24000000000000005,0.712
1767594510.9354522,0,0.24100000000000005,0.739
1767594510.9960907,0,0.24200000000000005,0.766
1767594511.0574236,0,0.24300000000000005,0.791
1767594511.115823,0,0.24400000000000005,0.816
1767594511.1758494,0,0.24500000000000005,0.839
1767594511.2419794,0,0.24600000000000005,0.861
1767594511.3157067,0,0.24700000000000005,0.882
1767594511.3750963,0,0.24800000000000005,0.901
1767594511.4367096,0,0.24900000000000005,0.919
1767594511.4962006,0,0.25000000000000006,0.936
1767594511.5563684,0,0.25100000000000006,0.95
1767594511.6157978,0,0.25200000000000006,0.963
1767594511.676859,0,0.25300000000000006,0.974
1767594511.896153,0,0.25500000000000006,0.991
